,knockouts,carbon source,yield,slope
3276,"TKT1,TKT2|ACONTa,ACONTb",2pg,0.0,0.0
3277,"TKT1,TKT2|ACONTa,ACONTb",ac,0.0,0.0
3278,"TKT1,TKT2|ACONTa,ACONTb",dhap,0.0,0.0
3279,"TKT1,TKT2|ACONTa,ACONTb",electrons,0.0,0.0
3280,"TKT1,TKT2|ALCD2x",g6p,0.0,0.0
3281,"TKT1,TKT2|ALCD2x",f6p,0.0,0.0
3282,"TKT1,TKT2|ALCD2x",6pgc,0.0,0.0
3283,"TKT1,TKT2|ALCD2x",r5p,0.0,0.0
3284,"TKT1,TKT2|ALCD2x",succ,0.0,0.0
3285,"TKT1,TKT2|ALCD2x",xu5p_D,0.0,0.0
3286,"TKT1,TKT2|ALCD2x",2pg,0.0,0.0
3287,"TKT1,TKT2|ALCD2x",ac,0.0,0.0
3288,"TKT1,TKT2|ALCD2x",dhap,0.0,0.0
3289,"TKT1,TKT2|ALCD2x",electrons,0.0,0.0
3290,"TKT1,TKT2|ACALD",g6p,0.0,0.0
3291,"TKT1,TKT2|ACALD",f6p,0.0,0.0
3292,"TKT1,TKT2|ACALD",6pgc,0.0,0.0
3293,"TKT1,TKT2|ACALD",r5p,0.0,0.0
3294,"TKT1,TKT2|ACALD",succ,0.0,0.0
3295,"TKT1,TKT2|ACALD",xu5p_D,0.0,0.0
3296,"TKT1,TKT2|ACALD",2pg,0.0,0.0
3297,"TKT1,TKT2|ACALD",ac,0.0,0.0
3298,"TKT1,TKT2|ACALD",dhap,0.0,0.0
3299,"TKT1,TKT2|ACALD",electrons,0.0,0.0
3300,TALA|PPC,g6p,0.8,0.0
3301,TALA|PPC,f6p,0.8,0.0
3302,TALA|PPC,6pgc,0.718,0.0
3303,TALA|PPC,r5p,0.741,12.956
3304,TALA|PPC,succ,0.552,0.0
3305,TALA|PPC,xu5p_D,0.741,12.956
3306,TALA|PPC,2pg,0.685,0.0
3307,TALA|PPC,ac,0.538,0.0
3308,TALA|PPC,dhap,0.846,0.0
3309,TALA|PPC,electrons,0.0,0.0
3310,TALA|PPCK,g6p,0.806,0.0
3311,TALA|PPCK,f6p,0.806,0.0
3312,TALA|PPCK,6pgc,0.723,0.0
3313,TALA|PPCK,r5p,0.746,12.862
3314,TALA|PPCK,succ,0.538,0.0
3315,TALA|PPCK,xu5p_D,0.746,12.862
3316,TALA|PPCK,2pg,0.69,0.0
3317,TALA|PPCK,ac,0.525,0.0
3318,TALA|PPCK,dhap,0.852,0.0
3319,TALA|PPCK,electrons,0.0,0.0
3320,TALA|CS,g6p,0.0,0.0
3321,TALA|CS,f6p,0.0,0.0
3322,TALA|CS,6pgc,0.0,0.0
3323,TALA|CS,r5p,0.0,0.0
3324,TALA|CS,succ,0.0,0.0
3325,TALA|CS,xu5p_D,0.0,0.0
3326,TALA|CS,2pg,0.0,0.0
3327,TALA|CS,ac,0.0,0.0
3328,TALA|CS,dhap,0.0,0.0
3329,TALA|CS,electrons,0.0,0.0
3330,"TALA|ACONTa,ACONTb",g6p,0.0,0.0
3331,"TALA|ACONTa,ACONTb",f6p,0.0,0.0
3332,"TALA|ACONTa,ACONTb",6pgc,0.0,0.0
3333,"TALA|ACONTa,ACONTb",r5p,0.0,0.0
3334,"TALA|ACONTa,ACONTb",succ,0.0,0.0
3335,"TALA|ACONTa,ACONTb",xu5p_D,0.0,0.0
3336,"TALA|ACONTa,ACONTb",2pg,0.0,0.0
3337,"TALA|ACONTa,ACONTb",ac,0.0,0.0
3338,"TALA|ACONTa,ACONTb",dhap,0.0,0.0
3339,"TALA|ACONTa,ACONTb",electrons,0.0,0.0
3340,TALA|ALCD2x,g6p,0.806,0.0
3341,TALA|ALCD2x,f6p,0.806,0.0
3342,TALA|ALCD2x,6pgc,0.723,0.0
3343,TALA|ALCD2x,r5p,0.746,12.862
3344,TALA|ALCD2x,succ,0.552,0.0
3345,TALA|ALCD2x,xu5p_D,0.746,12.862
3346,TALA|ALCD2x,2pg,0.69,0.0
3347,TALA|ALCD2x,ac,0.538,0.0
3348,TALA|ALCD2x,dhap,0.852,0.0
3349,TALA|ALCD2x,electrons,0.0,0.0
3350,TALA|ACALD,g6p,0.806,0.0
3351,TALA|ACALD,f6p,0.806,0.0
3352,TALA|ACALD,6pgc,0.723,0.0
3353,TALA|ACALD,r5p,0.746,12.862
3354,TALA|ACALD,succ,0.552,0.0
3355,TALA|ACALD,xu5p_D,0.746,12.862
3356,TALA|ACALD,2pg,0.69,0.0
3357,TALA|ACALD,ac,0.538,0.0
3358,TALA|ACALD,dhap,0.852,0.0
3359,TALA|ACALD,electrons,0.0,0.0
3360,PPC|PPCK,g6p,0.812,0.0
3361,PPC|PPCK,f6p,0.812,0.0
3362,PPC|PPCK,6pgc,0.757,0.0
3363,PPC|PPCK,r5p,0.821,0.0
3364,PPC|PPCK,succ,0.54,0.0
3365,PPC|PPCK,xu5p_D,0.821,0.0
3366,PPC|PPCK,2pg,0.687,0.0
3367,PPC|PPCK,ac,0.527,0.0
3368,PPC|PPCK,dhap,0.848,0.0
3369,PPC|PPCK,electrons,0.469,54.192
3370,PPC|CS,g6p,0.0,0.0
3371,PPC|CS,f6p,0.0,0.0
3372,PPC|CS,6pgc,0.0,0.0
3373,PPC|CS,r5p,0.0,0.0
3374,PPC|CS,succ,0.0,0.0
3375,PPC|CS,xu5p_D,0.0,0.0
3376,PPC|CS,2pg,0.0,0.0
3377,PPC|CS,ac,0.0,0.0
3378,PPC|CS,dhap,0.0,0.0
3379,PPC|CS,electrons,0.0,0.0
3380,"PPC|ACONTa,ACONTb",g6p,0.0,0.0
3381,"PPC|ACONTa,ACONTb",f6p,0.0,0.0
3382,"PPC|ACONTa,ACONTb",6pgc,0.0,0.0
3383,"PPC|ACONTa,ACONTb",r5p,0.0,0.0
3384,"PPC|ACONTa,ACONTb",succ,0.0,0.0
3385,"PPC|ACONTa,ACONTb",xu5p_D,0.0,0.0
3386,"PPC|ACONTa,ACONTb",2pg,0.0,0.0
3387,"PPC|ACONTa,ACONTb",ac,0.0,0.0
3388,"PPC|ACONTa,ACONTb",dhap,0.0,0.0
3389,"PPC|ACONTa,ACONTb",electrons,0.0,0.0
3390,PPC|ALCD2x,g6p,0.812,0.0
3391,PPC|ALCD2x,f6p,0.812,0.0
3392,PPC|ALCD2x,6pgc,0.757,0.0
3393,PPC|ALCD2x,r5p,0.821,0.0
3394,PPC|ALCD2x,succ,0.553,0.0
3395,PPC|ALCD2x,xu5p_D,0.821,0.0
3396,PPC|ALCD2x,2pg,0.687,0.0
3397,PPC|ALCD2x,ac,0.54,0.0
3398,PPC|ALCD2x,dhap,0.848,0.0
3399,PPC|ALCD2x,electrons,0.469,54.192
3400,PPC|ACALD,g6p,0.812,0.0
3401,PPC|ACALD,f6p,0.812,0.0
3402,PPC|ACALD,6pgc,0.757,0.0
3403,PPC|ACALD,r5p,0.821,0.0
3404,PPC|ACALD,succ,0.553,0.0
3405,PPC|ACALD,xu5p_D,0.821,0.0
3406,PPC|ACALD,2pg,0.687,0.0
3407,PPC|ACALD,ac,0.54,0.0
3408,PPC|ACALD,dhap,0.848,0.0
3409,PPC|ACALD,electrons,0.469,54.192
3410,PPCK|CS,g6p,0.0,0.0
3411,PPCK|CS,f6p,0.0,0.0
3412,PPCK|CS,6pgc,0.0,0.0
3413,PPCK|CS,r5p,0.0,0.0
3414,PPCK|CS,succ,0.0,0.0
3415,PPCK|CS,xu5p_D,0.0,0.0
3416,PPCK|CS,2pg,0.0,0.0
3417,PPCK|CS,ac,0.0,0.0
3418,PPCK|CS,dhap,0.0,0.0
3419,PPCK|CS,electrons,0.0,0.0
3420,"PPCK|ACONTa,ACONTb",g6p,0.0,0.0
3421,"PPCK|ACONTa,ACONTb",f6p,0.0,0.0
3422,"PPCK|ACONTa,ACONTb",6pgc,0.0,0.0
3423,"PPCK|ACONTa,ACONTb",r5p,0.0,0.0
3424,"PPCK|ACONTa,ACONTb",succ,0.0,0.0
3425,"PPCK|ACONTa,ACONTb",xu5p_D,0.0,0.0
3426,"PPCK|ACONTa,ACONTb",2pg,0.0,0.0
3427,"PPCK|ACONTa,ACONTb",ac,0.0,0.0
3428,"PPCK|ACONTa,ACONTb",dhap,0.0,0.0
3429,"PPCK|ACONTa,ACONTb",electrons,0.0,0.0
3430,PPCK|ALCD2x,g6p,0.817,0.0
3431,PPCK|ALCD2x,f6p,0.817,0.0
3432,PPCK|ALCD2x,6pgc,0.764,0.0
3433,PPCK|ALCD2x,r5p,0.828,0.0
3434,PPCK|ALCD2x,succ,0.54,0.0
3435,PPCK|ALCD2x,xu5p_D,0.828,0.0
3436,PPCK|ALCD2x,2pg,0.691,0.0
3437,PPCK|ALCD2x,ac,0.527,0.0
3438,PPCK|ALCD2x,dhap,0.854,0.0
3439,PPCK|ALCD2x,electrons,0.499,45.595
3440,PPCK|ACALD,g6p,0.817,0.0
3441,PPCK|ACALD,f6p,0.817,0.0
3442,PPCK|ACALD,6pgc,0.764,0.0
3443,PPCK|ACALD,r5p,0.828,0.0
3444,PPCK|ACALD,succ,0.54,0.0
3445,PPCK|ACALD,xu5p_D,0.828,0.0
3446,PPCK|ACALD,2pg,0.691,0.0
3447,PPCK|ACALD,ac,0.527,0.0
3448,PPCK|ACALD,dhap,0.854,0.0
3449,PPCK|ACALD,electrons,0.499,45.596
3450,"CS|ACONTa,ACONTb",g6p,0.0,0.0
3451,"CS|ACONTa,ACONTb",f6p,0.0,0.0
3452,"CS|ACONTa,ACONTb",6pgc,0.0,0.0
3453,"CS|ACONTa,ACONTb",r5p,0.0,0.0
3454,"CS|ACONTa,ACONTb",succ,0.0,0.0
3455,"CS|ACONTa,ACONTb",xu5p_D,0.0,0.0
3456,"CS|ACONTa,ACONTb",2pg,0.0,0.0
3457,"CS|ACONTa,ACONTb",ac,0.0,0.0
3458,"CS|ACONTa,ACONTb",dhap,0.0,0.0
3459,"CS|ACONTa,ACONTb",electrons,0.0,0.0
3460,CS|ALCD2x,g6p,0.0,0.0
3461,CS|ALCD2x,f6p,0.0,0.0
3462,CS|ALCD2x,6pgc,0.0,0.0
3463,CS|ALCD2x,r5p,0.0,0.0
3464,CS|ALCD2x,succ,0.0,0.0
3465,CS|ALCD2x,xu5p_D,0.0,0.0
3466,CS|ALCD2x,2pg,0.0,0.0
3467,CS|ALCD2x,ac,0.0,0.0
3468,CS|ALCD2x,dhap,0.0,0.0
3469,CS|ALCD2x,electrons,0.0,0.0
3470,CS|ACALD,g6p,0.0,0.0
3471,CS|ACALD,f6p,0.0,0.0
3472,CS|ACALD,6pgc,0.0,0.0
3473,CS|ACALD,r5p,0.0,0.0
3474,CS|ACALD,succ,0.0,0.0
3475,CS|ACALD,xu5p_D,0.0,0.0
3476,CS|ACALD,2pg,0.0,0.0
3477,CS|ACALD,ac,0.0,0.0
3478,CS|ACALD,dhap,0.0,0.0
3479,CS|ACALD,electrons,0.0,0.0
3480,"ACONTa,ACONTb|ALCD2x",g6p,0.0,0.0
3481,"ACONTa,ACONTb|ALCD2x",f6p,0.0,0.0
3482,"ACONTa,ACONTb|ALCD2x",6pgc,0.0,0.0
3483,"ACONTa,ACONTb|ALCD2x",r5p,0.0,0.0
3484,"ACONTa,ACONTb|ALCD2x",succ,0.0,0.0
3485,"ACONTa,ACONTb|ALCD2x",xu5p_D,0.0,0.0
3486,"ACONTa,ACONTb|ALCD2x",2pg,0.0,0.0
3487,"ACONTa,ACONTb|ALCD2x",ac,0.0,0.0
3488,"ACONTa,ACONTb|ALCD2x",dhap,0.0,0.0
3489,"ACONTa,ACONTb|ALCD2x",electrons,0.0,0.0
3490,"ACONTa,ACONTb|ACALD",g6p,0.0,0.0
3491,"ACONTa,ACONTb|ACALD",f6p,0.0,0.0
3492,"ACONTa,ACONTb|ACALD",6pgc,0.0,0.0
3493,"ACONTa,ACONTb|ACALD",r5p,0.0,0.0
3494,"ACONTa,ACONTb|ACALD",succ,0.0,0.0
3495,"ACONTa,ACONTb|ACALD",xu5p_D,0.0,0.0
3496,"ACONTa,ACONTb|ACALD",2pg,0.0,0.0
3497,"ACONTa,ACONTb|ACALD",ac,0.0,0.0
3498,"ACONTa,ACONTb|ACALD",dhap,0.0,0.0
3499,"ACONTa,ACONTb|ACALD",electrons,0.0,0.0
3500,ALCD2x|ACALD,g6p,0.817,0.0
3501,ALCD2x|ACALD,f6p,0.817,0.0
3502,ALCD2x|ACALD,6pgc,0.764,0.0
3503,ALCD2x|ACALD,r5p,0.828,0.0
3504,ALCD2x|ACALD,succ,0.553,0.0
3505,ALCD2x|ACALD,xu5p_D,0.828,0.0
3506,ALCD2x|ACALD,2pg,0.691,0.0
3507,ALCD2x|ACALD,ac,0.54,0.0
3508,ALCD2x|ACALD,dhap,0.854,0.0
3509,ALCD2x|ACALD,electrons,0.499,45.596
